left,right,margin
leader,5C7ziwR84CJPZAmXTrgjDosPFoJYRxybDsf3b4AjsGEApAqf,-0.2890625
leader,5CHvUfGBqrWLANVnMHkp1ayKTaKkTZwfA1v6WugcbP93RJ5Q,-0.0703125
leader,5F2EXchigdSUvt4hoakYyZvqx1FERo8p8TqWR9M2DrmGzxtA,-0.078125
leader,5Fqc6PRkG4VyFzzpWWMk5MWfwmUMfdFkhxDqfiYU37nFB8FW,-0.9609375
leader,5Fs844KLMnqRJq1yoCiiJjK6RGNsVLJ2gxpAsy6CoXs1YC7E,-0.953125
leader,5GBa8JUKVCoNj74w3H4JPLtYX8XN6D2esZMQq3no8yQQmpJR,0.0078125
leader,5E2WuWN1d56BQUcaipsdMEWqUaQScbNdtgGgBdRWq1qdzfLC,-1.0
leader,5FWEHD7wgy8GMrSC1JWTvHBUPfrHQV8ZcgNWCdF4eb6kMwUt,-1.0
leader,5DjjhCLQMipFrAekeKgN9hq678SDVokiaWmoxb1yV9pLJoaA,-1.0
leader,5DAakdWtREMkTUMtVMVjVKWQHQFEvKZhcktuP9r2doUpweRk,-1.0
leader,5FPSjqKzQ3sjMgTMh6Ds1afGu3eabEbEctmQRiNTdpzSuVrZ,-1.0
leader,5GgEDzkWvGyQQSpXJ3Yxbdi981iK9CHyjqs1vzvLuPJMx7rk,-0.7265625
leader,5DoXqpS422EAYqCNegXdcetJJxS8qfRqUE1fd4KRvWzYsS2s,-0.0234375
leader,5DWqhiF4KBq4tvqFTXrQ4YzoXmtDDASZwE71ajsGsx2bmAAk,-0.15625
leader,5DDEt92nY1F19iaz6HFPFGU2FtTU3m2QhfDmdyhJJLHuRFPC,-0.015625
