left,right,margin
submitted_1,5HddK3Uh1Hdrx9Uvv6qKqoqvQynReQ3RqtQuPD6q8bp2QgKR,-0.125
leader_1,5HddK3Uh1Hdrx9Uvv6qKqoqvQynReQ3RqtQuPD6q8bp2QgKR,0.0078125
submitted_2,5HddK3Uh1Hdrx9Uvv6qKqoqvQynReQ3RqtQuPD6q8bp2QgKR,0.0
leader_2,5HddK3Uh1Hdrx9Uvv6qKqoqvQynReQ3RqtQuPD6q8bp2QgKR,-0.0625
submitted_3,5HddK3Uh1Hdrx9Uvv6qKqoqvQynReQ3RqtQuPD6q8bp2QgKR,-0.0703125
leader_3,5HddK3Uh1Hdrx9Uvv6qKqoqvQynReQ3RqtQuPD6q8bp2QgKR,-0.09375
submitted_1,5GgMJV2nfnJP5ge2JmcoejC3YZSEo5DWDktBNt9LCfvar9hZ,-0.0390625
leader_1,5GgMJV2nfnJP5ge2JmcoejC3YZSEo5DWDktBNt9LCfvar9hZ,0.0390625
submitted_2,5GgMJV2nfnJP5ge2JmcoejC3YZSEo5DWDktBNt9LCfvar9hZ,0.0234375
leader_2,5GgMJV2nfnJP5ge2JmcoejC3YZSEo5DWDktBNt9LCfvar9hZ,0.03125
submitted_3,5GgMJV2nfnJP5ge2JmcoejC3YZSEo5DWDktBNt9LCfvar9hZ,0.0625
leader_3,5GgMJV2nfnJP5ge2JmcoejC3YZSEo5DWDktBNt9LCfvar9hZ,0.078125
